employee_id,name,age,gender,country,city,department,experience_years,salary_usd,bonus_usd,work_hours_per_week,remote_work,performance_score,joining_year,seniority_level,job_title_designer,job_title_developer,job_title_manager,education_high school,education_master,education_phd,contract_type_full-time,contract_type_part-time
243,employee_243,52,male,pakistan,toronto,it,2,136080,7554,45,no,8,2012,junior,0,0,0,0,0,0,0,0
244,employee_244,43,female,india,delhi,finance,13,104094,13664,50,yes,6,2019,senior,0,0,0,0,1,0,1,0
245,employee_245,30,male,usa,toronto,finance,9,104255,10599,48,yes,5,2006,senior,0,0,0,0,0,0,0,0
246,employee_246,27,male,canada,london,hr,21,34886,16511,54,yes,8,2015,senior,0,0,1,0,0,1,0,0
247,employee_247,55,female,usa,london,hr,6,123721,5846,44,no,3,2022,mid,0,0,1,0,0,0,0,1
248,employee_248,57,female,india,delhi,marketing,25,148623,7605,51,yes,7,2015,senior,1,0,0,1,0,0,0,1
249,employee_249,59,male,canada,ny,it,16,67387,11251,40,yes,2,2011,senior,0,0,0,0,0,1,1,0
250,employee_250,39,female,pakistan,ny,hr,29,51575,17043,30,yes,3,2013,senior,0,0,0,0,0,1,0,1
251,employee_251,54,female,india,karachi,marketing,5,142260,13764,50,yes,2,2023,mid,0,1,0,0,0,1,0,1
252,employee_252,44,male,pakistan,karachi,hr,22,138649,3986,36,no,5,2017,senior,1,0,0,0,1,0,0,1
253,employee_253,54,male,uk,la,finance,21,69643,1400,49,no,7,2017,senior,0,1,0,0,1,0,0,1
254,employee_254,44,female,india,delhi,hr,3,40100,11416,37,no,1,2015,mid,1,0,0,0,0,1,0,1
255,employee_255,48,male,uk,toronto,it,16,90356,4412,39,no,9,2019,senior,1,0,0,0,1,0,1,0
256,employee_256,37,male,india,delhi,hr,26,37856,17440,34,no,1,2015,senior,0,0,1,0,0,0,1,0
257,employee_257,37,male,india,la,it,8,68169,2875,38,yes,1,2012,senior,0,0,1,0,1,0,0,1
258,employee_258,21,female,uk,karachi,finance,3,58804,5298,54,yes,8,2008,mid,0,1,0,0,1,0,0,1
259,employee_259,54,female,canada,delhi,it,6,65790,4768,54,yes,6,2008,mid,1,0,0,0,0,1,1,0
260,employee_260,35,male,usa,delhi,hr,22,60988,6752,30,no,6,2012,senior,0,0,0,1,0,0,0,0
261,employee_261,55,female,pakistan,karachi,marketing,1,139979,13489,31,yes,9,2003,junior,0,0,1,1,0,0,1,0
262,employee_262,52,male,india,la,finance,16,106448,2353,48,no,4,2008,senior,0,0,0,1,0,0,0,0
263,employee_263,23,female,pakistan,karachi,hr,23,68506,7597,43,yes,8,2014,senior,0,1,0,0,0,0,0,1
264,employee_264,52,male,uk,ny,finance,7,143430,15691,49,no,4,2013,mid,0,0,1,0,1,0,0,1
265,employee_265,33,male,pakistan,toronto,finance,22,117904,5311,39,yes,2,2018,senior,0,0,1,1,0,0,1,0
266,employee_266,40,female,uk,karachi,hr,29,97306,16307,38,yes,8,2011,senior,1,0,0,0,0,1,0,1
267,employee_267,39,male,pakistan,la,hr,14,42305,11794,39,yes,7,2020,senior,0,1,0,1,0,0,0,0
268,employee_268,27,female,usa,london,marketing,14,39969,3934,58,yes,4,2024,senior,1,0,0,1,0,0,0,0
269,employee_269,26,female,usa,ny,finance,7,42404,17406,35,no,9,2005,mid,0,0,1,0,1,0,1,0
270,employee_270,22,male,usa,london,finance,15,38989,11394,46,yes,9,2002,senior,0,1,0,0,1,0,0,0
271,employee_271,36,male,usa,karachi,hr,18,95305,18593,57,yes,8,2024,senior,0,0,1,0,1,0,1,0
272,employee_272,52,female,usa,ny,it,10,65983,9940,54,yes,1,2021,senior,0,1,0,0,0,0,1,0
273,employee_273,31,male,usa,toronto,hr,1,140284,18188,35,no,7,2019,junior,0,0,1,0,0,0,0,0
274,employee_274,41,male,uk,karachi,finance,22,69462,9325,33,yes,5,2015,senior,0,0,0,1,0,0,0,0
275,employee_275,41,male,india,toronto,hr,23,49360,11629,59,yes,7,2019,senior,0,0,0,0,1,0,0,0
276,employee_276,49,male,pakistan,delhi,marketing,16,115657,6141,49,yes,9,2023,senior,1,0,0,1,0,0,0,0
277,employee_277,57,male,usa,london,it,27,56287,4671,32,yes,2,2022,senior,0,0,0,0,0,1,0,0
278,employee_278,57,female,uk,ny,hr,25,95472,8292,52,yes,4,2016,senior,0,0,1,0,0,1,0,0
279,employee_279,27,female,uk,toronto,marketing,15,145440,16438,48,no,4,2015,senior,0,0,1,0,1,0,0,0
280,employee_280,46,male,uk,la,finance,24,138965,13231,47,no,2,2005,senior,0,0,0,0,1,0,0,1
281,employee_281,46,male,india,toronto,hr,14,91313,19482,55,no,3,2007,senior,1,0,0,0,0,1,1,0
282,employee_282,53,male,pakistan,la,finance,12,64160,15511,53,yes,8,2018,senior,0,0,0,0,1,0,1,0
283,employee_283,40,female,india,karachi,marketing,14,36789,12109,33,no,9,2024,senior,0,1,0,0,0,0,0,0
284,employee_284,49,male,canada,ny,finance,26,57181,9444,37,yes,6,2001,senior,0,1,0,0,0,0,1,0
285,employee_285,52,female,uk,toronto,marketing,3,44385,16605,46,yes,2,2013,mid,0,1,0,0,1,0,0,0
286,employee_286,47,female,canada,toronto,marketing,15,112597,14026,34,yes,2,2021,senior,0,0,0,0,0,1,0,1
287,employee_287,52,female,usa,ny,marketing,29,95641,10321,42,yes,7,2011,senior,0,0,0,1,0,0,1,0
288,employee_288,24,male,usa,toronto,hr,11,74247,6435,54,no,8,2016,senior,0,0,0,0,1,0,1,0
289,employee_289,38,female,india,la,finance,29,116673,9493,30,no,8,2014,senior,0,1,0,0,1,0,0,1
290,employee_290,23,male,pakistan,toronto,finance,3,130250,7691,56,no,6,2017,mid,1,0,0,1,0,0,0,1
291,employee_291,54,female,canada,london,it,2,35544,3763,42,yes,8,2015,junior,0,0,1,0,1,0,0,1
292,employee_292,36,male,pakistan,karachi,it,21,145783,4241,33,no,1,2012,senior,0,0,0,1,0,0,1,0
293,employee_293,47,female,india,delhi,it,16,43275,4057,51,no,9,2020,senior,1,0,0,0,0,1,1,0
294,employee_294,49,male,usa,la,it,21,135289,17934,55,yes,1,2016,senior,0,0,1,0,0,0,0,1
295,employee_295,48,female,pakistan,london,finance,17,93248,6574,53,no,3,2007,senior,0,0,1,0,0,1,0,1
296,employee_296,25,male,pakistan,karachi,marketing,24,64550,6411,43,yes,9,2000,senior,0,0,1,0,0,0,0,1
297,employee_297,54,male,usa,ny,marketing,17,83693,2587,32,no,5,2024,senior,1,0,0,1,0,0,0,1
298,employee_298,56,male,canada,la,hr,22,49641,11014,34,no,9,2002,senior,1,0,0,0,0,0,0,1
299,employee_299,43,male,usa,delhi,marketing,27,101749,6920,36,no,9,2015,senior,0,1,0,0,0,1,0,0
300,employee_300,48,female,pakistan,karachi,finance,16,110021,12688,30,yes,6,2001,senior,1,0,0,0,0,0,0,1
301,employee_301,50,female,canada,delhi,finance,11,45605,5409,52,no,1,2014,senior,1,0,0,1,0,0,0,0
302,employee_302,54,male,canada,ny,finance,22,133173,6783,58,no,7,2000,senior,1,0,0,0,0,0,1,0
303,employee_303,52,female,usa,ny,hr,20,80713,1712,41,no,6,2008,senior,0,0,1,0,1,0,1,0
304,employee_304,40,male,pakistan,la,it,23,50390,6406,40,no,9,2015,senior,0,0,0,0,0,1,0,0
305,employee_305,51,male,india,toronto,marketing,3,105403,13041,53,yes,7,2003,mid,0,1,0,0,1,0,0,1
306,employee_306,42,female,pakistan,ny,finance,11,88466,3433,37,yes,4,2011,senior,0,0,0,1,0,0,1,0
307,employee_307,52,male,uk,karachi,finance,25,33981,4301,54,no,7,2000,senior,0,0,0,0,0,0,0,1
308,employee_308,22,male,india,toronto,it,22,39493,17654,35,no,2,2000,senior,1,0,0,0,1,0,0,1
309,employee_309,37,female,canada,london,finance,21,101218,12586,57,no,6,2006,senior,0,1,0,0,1,0,0,0
310,employee_310,44,male,india,delhi,marketing,20,101318,18463,51,yes,6,2017,senior,0,0,0,0,0,0,1,0
311,employee_311,50,male,canada,toronto,hr,19,145631,6322,31,no,2,2022,senior,0,0,0,0,0,0,1,0
312,employee_312,22,male,canada,delhi,finance,14,149238,14932,48,no,4,2022,senior,0,1,0,0,0,1,0,0
313,employee_313,59,male,india,toronto,marketing,22,125335,6257,49,yes,8,2014,senior,1,0,0,0,1,0,0,1
314,employee_314,43,female,canada,london,finance,27,137441,14733,49,yes,8,2024,senior,0,0,0,0,1,0,0,1
315,employee_315,51,female,canada,ny,it,15,46984,14368,53,yes,8,2012,senior,0,0,1,1,0,0,1,0
316,employee_316,41,female,uk,london,finance,4,141316,10777,43,no,8,2015,mid,0,0,0,0,0,1,0,0
317,employee_317,42,male,pakistan,ny,finance,20,52760,12249,30,yes,1,2006,senior,0,0,1,1,0,0,0,0
318,employee_318,21,male,pakistan,ny,hr,14,121529,13881,39,yes,2,2015,senior,1,0,0,0,1,0,0,1
319,employee_319,46,female,uk,delhi,it,16,31524,10587,45,no,4,2012,senior,0,0,0,1,0,0,0,1
320,employee_320,21,male,india,karachi,it,17,148454,9791,59,yes,9,2013,senior,0,1,0,0,1,0,0,0
321,employee_321,45,male,usa,london,hr,4,79402,9705,33,no,3,2016,mid,0,1,0,0,1,0,1,0
322,employee_322,36,male,usa,toronto,finance,12,121656,10258,56,no,6,2011,senior,0,0,0,1,0,0,0,1
323,employee_323,59,male,usa,london,marketing,18,95614,8833,57,yes,7,2023,senior,1,0,0,1,0,0,0,0
324,employee_324,52,female,uk,delhi,it,29,65891,15245,58,no,8,2023,senior,1,0,0,0,0,0,0,0
325,employee_325,28,female,uk,ny,it,12,121009,16754,40,yes,7,2019,senior,0,1,0,0,0,0,0,0
326,employee_326,58,female,canada,delhi,finance,17,69832,10280,45,yes,3,2012,senior,0,0,0,0,0,0,1,0
327,employee_327,48,male,usa,la,finance,13,75836,13577,56,yes,6,2023,senior,1,0,0,0,1,0,0,1
328,employee_328,45,female,india,la,it,29,103953,3514,49,no,5,2019,senior,0,1,0,1,0,0,0,1
329,employee_329,54,female,india,toronto,finance,3,43362,4969,30,yes,4,2014,mid,0,0,1,0,0,1,0,1
330,employee_330,44,male,usa,delhi,marketing,3,96745,5566,45,no,1,2023,mid,0,0,0,0,1,0,1,0
331,employee_331,43,male,usa,toronto,it,19,67921,3196,48,no,7,2020,senior,0,0,1,0,0,1,0,1
332,employee_332,32,female,usa,toronto,marketing,19,100434,18173,50,no,8,2003,senior,0,0,1,1,0,0,0,1
333,employee_333,26,female,uk,la,marketing,18,48562,12345,51,yes,2,2021,senior,1,0,0,0,1,0,0,1
334,employee_334,55,female,uk,toronto,finance,12,94510,2309,38,no,7,2001,senior,1,0,0,0,0,1,0,1
335,employee_335,39,female,uk,la,marketing,11,106407,1864,38,no,6,2017,senior,1,0,0,0,0,1,1,0
336,employee_336,20,male,pakistan,ny,finance,6,37610,13055,38,yes,5,2001,mid,0,0,0,0,0,0,0,0
337,employee_337,27,female,india,delhi,hr,24,139381,6389,56,yes,4,2024,senior,0,0,1,0,0,0,0,0
338,employee_338,35,female,india,toronto,finance,11,122918,12716,46,no,2,2014,senior,0,0,0,0,0,0,0,1
339,employee_339,33,male,canada,la,marketing,20,45791,12978,41,no,6,2018,senior,1,0,0,0,1,0,0,1
340,employee_340,31,female,uk,london,hr,3,88047,4003,54,yes,5,2014,mid,0,0,1,1,0,0,0,1
341,employee_341,42,male,pakistan,toronto,finance,26,130848,15174,42,no,2,2019,senior,0,0,0,1,0,0,1,0
342,employee_342,34,male,pakistan,karachi,marketing,1,133826,14772,37,no,7,2009,junior,0,0,0,0,0,0,0,1
343,employee_343,47,male,india,ny,it,1,97906,18615,45,no,6,2023,junior,0,1,0,0,0,0,1,0
344,employee_344,53,female,uk,ny,it,4,49665,8959,47,no,9,2019,mid,0,0,0,0,0,0,0,1
345,employee_345,21,female,canada,london,finance,22,100246,12980,58,yes,5,2010,senior,1,0,0,0,0,1,0,1
346,employee_346,51,male,uk,la,finance,9,95864,7581,56,no,9,2009,senior,0,0,0,0,0,0,0,0
347,employee_347,42,female,usa,toronto,it,9,76451,17805,30,yes,9,2022,senior,0,0,1,0,0,1,0,1
348,employee_348,41,female,uk,la,marketing,8,133883,10965,30,no,1,2004,senior,0,0,0,1,0,0,1,0
349,employee_349,44,male,usa,ny,marketing,12,116148,12760,41,yes,5,2008,senior,0,1,0,0,1,0,0,0
350,employee_350,41,male,usa,la,marketing,6,75890,15922,35,no,9,2019,mid,0,0,1,0,1,0,1,0
351,employee_351,41,female,canada,ny,finance,4,36794,1946,38,yes,7,2018,mid,0,0,1,0,1,0,0,0
352,employee_352,25,male,india,la,hr,25,62888,19218,52,no,6,2012,senior,0,1,0,0,1,0,1,0
353,employee_353,34,female,uk,london,hr,9,36749,2564,34,yes,6,2017,senior,1,0,0,0,0,1,0,0
354,employee_354,56,female,usa,delhi,hr,9,76531,8332,56,no,7,2016,senior,0,0,1,0,0,1,1,0
355,employee_355,52,female,uk,london,hr,5,145652,5944,45,no,1,2005,mid,1,0,0,0,0,0,1,0
356,employee_356,27,female,india,london,hr,26,50608,17057,47,yes,4,2009,senior,0,0,1,0,0,1,0,1
357,employee_357,24,male,india,delhi,finance,27,110986,14877,46,yes,1,2001,senior,0,0,1,0,0,0,0,0
358,employee_358,58,male,pakistan,delhi,finance,18,99211,11139,47,yes,6,2023,senior,1,0,0,0,0,0,0,0
359,employee_359,23,male,india,toronto,hr,20,113996,2308,30,yes,4,2005,senior,0,0,1,0,1,0,0,1
360,employee_360,25,male,canada,toronto,finance,7,86017,17770,48,yes,1,2020,mid,1,0,0,0,0,1,1,0
361,employee_361,51,female,usa,london,finance,0,133947,4258,51,no,9,2012,junior,0,1,0,0,0,1,1,0
362,employee_362,49,female,pakistan,london,hr,27,87676,5811,58,yes,4,2017,senior,1,0,0,0,0,0,0,0
363,employee_363,54,male,canada,ny,marketing,16,41560,7697,37,yes,6,2006,senior,0,1,0,0,0,0,1,0
364,employee_364,59,female,uk,ny,finance,6,84401,16775,32,no,7,2001,mid,0,0,1,1,0,0,0,0
365,employee_365,35,female,usa,toronto,marketing,13,80468,12039,55,yes,8,2013,senior,1,0,0,1,0,0,0,0
366,employee_366,32,female,india,karachi,finance,20,145884,2439,54,yes,9,2004,senior,0,0,1,0,0,0,1,0
367,employee_367,49,male,usa,karachi,finance,29,62463,12634,55,yes,9,2017,senior,1,0,0,1,0,0,1,0
368,employee_368,38,male,uk,toronto,hr,20,61663,1055,34,no,8,2010,senior,0,1,0,1,0,0,1,0
369,employee_369,36,male,pakistan,ny,finance,16,143687,1105,52,yes,3,2009,senior,0,1,0,0,0,0,0,1
370,employee_370,38,female,pakistan,ny,it,8,98706,4201,37,no,2,2010,senior,1,0,0,0,0,0,0,0
371,employee_371,47,male,pakistan,karachi,it,16,88773,16184,48,no,5,2001,senior,0,1,0,0,0,1,1,0
372,employee_372,45,male,india,la,hr,4,63123,1669,47,yes,1,2014,mid,0,0,1,0,0,0,0,1
373,employee_373,56,male,canada,la,marketing,25,124346,13663,47,no,3,2006,senior,0,0,1,0,0,0,1,0
374,employee_374,45,male,canada,ny,marketing,24,39718,1966,50,yes,1,2008,senior,0,0,0,0,1,0,0,0
375,employee_375,42,male,usa,la,marketing,29,92637,17691,30,yes,3,2004,senior,0,1,0,0,0,1,0,1
376,employee_376,28,male,india,delhi,it,19,30028,19522,44,yes,4,2006,senior,0,0,1,0,0,1,0,0
377,employee_377,31,female,pakistan,toronto,marketing,28,92370,12656,47,yes,7,2019,senior,1,0,0,0,0,1,1,0
378,employee_378,20,female,pakistan,toronto,marketing,7,77599,16893,58,yes,5,2001,mid,0,1,0,0,1,0,1,0
379,employee_379,20,male,uk,ny,hr,5,47397,14089,54,no,5,2002,mid,0,0,1,0,0,0,1,0
380,employee_380,53,male,uk,london,marketing,10,139198,17493,36,no,1,2001,senior,0,1,0,0,0,1,0,1
381,employee_381,51,female,pakistan,karachi,it,18,137323,4632,45,no,8,2020,senior,1,0,0,0,0,1,0,1
382,employee_382,44,female,pakistan,ny,it,3,75406,6684,45,no,4,2021,mid,0,0,1,1,0,0,0,1
383,employee_383,59,male,india,la,it,17,77657,14266,44,yes,5,2022,senior,0,0,0,0,0,1,0,1
384,employee_384,20,male,canada,karachi,hr,0,97560,19299,35,yes,2,2018,junior,0,0,0,0,0,0,1,0
385,employee_385,35,male,uk,london,hr,12,134143,17940,38,no,1,2003,senior,0,1,0,0,0,0,1,0
386,employee_386,58,male,canada,la,finance,13,43503,1104,36,yes,9,2023,senior,1,0,0,1,0,0,1,0
387,employee_387,24,female,india,delhi,marketing,23,84943,3047,43,no,2,2019,senior,0,0,1,0,0,1,0,1
388,employee_388,41,male,pakistan,la,hr,0,105839,17529,40,no,6,2006,junior,1,0,0,0,0,1,0,1
389,employee_389,48,male,canada,delhi,it,29,112674,18257,50,no,1,2021,senior,0,0,1,0,0,1,1,0
390,employee_390,22,male,pakistan,karachi,it,28,55345,17682,45,no,1,2006,senior,0,1,0,0,1,0,1,0
391,employee_391,31,male,pakistan,delhi,hr,10,148423,9837,54,yes,9,2016,senior,0,0,1,0,0,1,0,1
392,employee_392,45,female,usa,karachi,hr,16,80390,16407,35,yes,4,2018,senior,1,0,0,0,0,0,0,0
393,employee_393,35,female,canada,karachi,hr,3,125041,7382,51,no,9,2021,mid,1,0,0,0,0,0,1,0
394,employee_394,56,female,canada,karachi,finance,25,89557,19895,56,no,5,2015,senior,0,1,0,0,1,0,1,0
395,employee_395,41,male,pakistan,karachi,it,11,95054,1783,45,no,7,2002,senior,1,0,0,0,1,0,1,0
396,employee_396,48,male,india,karachi,finance,9,31906,1370,49,no,1,2014,senior,0,0,1,0,0,1,0,1
397,employee_397,33,female,usa,la,finance,5,70167,16908,58,no,6,2013,mid,0,1,0,1,0,0,1,0
398,employee_398,47,male,pakistan,karachi,marketing,24,37961,1486,45,yes,8,2014,senior,0,0,1,0,1,0,1,0
399,employee_399,24,male,uk,la,it,0,56140,15500,41,no,1,2013,junior,1,0,0,0,1,0,1,0
400,employee_400,49,female,uk,karachi,it,6,149289,4196,46,no,9,2006,mid,0,1,0,0,0,1,1,0
401,employee_401,24,female,usa,delhi,hr,25,88701,10552,34,yes,3,2024,senior,0,0,1,0,0,1,1,0
402,employee_402,31,female,india,karachi,hr,26,107567,3261,56,yes,1,2002,senior,1,0,0,0,1,0,0,0
403,employee_403,35,female,pakistan,london,marketing,20,110664,11813,54,yes,1,2016,senior,1,0,0,1,0,0,0,0
404,employee_404,45,male,canada,karachi,finance,27,111199,10148,42,yes,6,2009,senior,0,0,0,0,1,0,1,0
405,employee_405,45,male,usa,karachi,hr,15,129764,9572,37,yes,6,2014,senior,1,0,0,0,0,1,1,0
406,employee_406,40,female,india,delhi,hr,23,111218,16008,53,yes,1,2005,senior,0,0,1,0,0,1,1,0
407,employee_407,58,male,canada,toronto,it,13,110729,14085,34,yes,3,2016,senior,0,1,0,0,1,0,1,0
408,employee_408,55,female,uk,delhi,it,22,58561,17622,41,yes,7,2016,senior,0,0,0,1,0,0,0,1
409,employee_409,52,female,uk,london,hr,19,80568,7843,38,yes,3,2013,senior,1,0,0,0,1,0,0,1
410,employee_410,49,male,canada,toronto,it,19,139349,2105,32,no,3,2023,senior,1,0,0,0,1,0,0,1
411,employee_411,56,female,usa,ny,marketing,5,103302,18770,32,yes,3,2024,mid,1,0,0,0,0,1,0,0
412,employee_412,42,male,uk,ny,hr,21,125380,11441,30,no,7,2017,senior,0,0,1,1,0,0,1,0
413,employee_413,29,male,pakistan,london,it,24,124968,10719,54,no,4,2024,senior,0,0,0,0,0,0,0,1
414,employee_414,24,male,canada,delhi,marketing,27,59504,19051,51,no,4,2004,senior,0,0,1,1,0,0,1,0
415,employee_415,55,male,canada,la,it,4,146116,3691,47,no,3,2007,mid,0,0,0,0,1,0,1,0
416,employee_416,53,female,uk,london,it,23,67146,12864,53,no,9,2006,senior,0,1,0,0,1,0,0,0
417,employee_417,50,male,usa,toronto,it,20,70297,2996,41,no,2,2022,senior,0,0,1,0,1,0,0,0
418,employee_418,29,female,pakistan,toronto,hr,17,116394,2425,38,no,4,2003,senior,0,0,1,1,0,0,0,1
419,employee_419,38,female,usa,karachi,finance,14,98607,17378,38,no,8,2017,senior,0,1,0,0,0,1,0,1
420,employee_420,51,female,india,ny,it,5,46939,7849,47,yes,6,2004,mid,0,0,0,0,1,0,0,0
421,employee_421,20,female,india,toronto,marketing,24,120467,4247,47,no,7,2015,senior,1,0,0,0,1,0,0,0
422,employee_422,24,male,uk,london,hr,28,80715,19976,58,no,7,2013,senior,0,1,0,1,0,0,1,0
423,employee_423,23,male,uk,toronto,hr,18,74460,2490,36,no,2,2018,senior,1,0,0,0,0,0,1,0
424,employee_424,35,female,uk,london,marketing,0,96576,18608,56,no,4,2013,junior,1,0,0,0,0,0,0,1
425,employee_425,43,female,india,la,it,0,98222,19971,33,yes,6,2008,junior,0,1,0,0,0,1,0,1
426,employee_426,35,male,usa,karachi,finance,12,42666,15310,42,no,3,2005,senior,0,0,0,0,0,1,0,0
427,employee_427,21,female,usa,ny,it,2,92119,18216,46,yes,9,2016,junior,1,0,0,0,1,0,0,1
428,employee_428,47,male,uk,toronto,marketing,9,65321,16401,53,yes,4,2018,senior,0,1,0,1,0,0,1,0
429,employee_429,51,female,pakistan,london,hr,20,31779,13884,31,no,2,2011,senior,0,0,1,0,1,0,0,0
430,employee_430,46,male,usa,delhi,finance,2,43186,19824,43,no,6,2003,junior,0,0,1,0,0,1,1,0
431,employee_431,39,female,india,ny,hr,8,46459,5795,32,yes,1,2015,senior,0,0,1,1,0,0,0,0
432,employee_432,43,female,canada,la,marketing,7,116246,2646,34,no,6,2024,mid,0,1,0,1,0,0,0,0
433,employee_433,31,male,canada,london,it,2,117755,17142,43,no,1,2010,junior,0,0,1,0,0,1,1,0
434,employee_434,54,female,canada,karachi,finance,24,35057,15306,32,yes,8,2021,senior,1,0,0,0,0,0,0,1
435,employee_435,52,female,pakistan,karachi,hr,12,90663,17824,52,yes,5,2003,senior,0,0,1,0,0,0,0,1
436,employee_436,52,male,uk,la,hr,5,48733,6956,36,no,6,2016,mid,0,0,1,1,0,0,0,1
437,employee_437,56,female,india,la,hr,12,49157,14928,59,no,2,2007,senior,1,0,0,0,1,0,0,1
438,employee_438,31,male,pakistan,karachi,it,22,65030,10721,47,no,2,2013,senior,0,0,1,0,0,0,1,0
439,employee_439,22,male,india,toronto,finance,19,49613,12157,42,yes,9,2001,senior,1,0,0,0,1,0,0,0
440,employee_440,20,female,india,toronto,it,19,138612,3367,58,no,3,2010,senior,0,0,1,0,0,0,1,0
441,employee_441,52,female,uk,london,it,11,145080,7696,52,yes,6,2010,senior,1,0,0,0,0,0,0,1
442,employee_442,59,female,canada,delhi,it,12,113028,6190,56,yes,5,2023,senior,0,0,1,0,1,0,0,1
443,employee_443,29,female,uk,london,marketing,1,116282,5663,51,no,4,2021,junior,1,0,0,0,0,1,1,0
444,employee_444,48,female,pakistan,delhi,marketing,20,35188,8062,39,yes,2,2023,senior,0,1,0,0,0,0,0,0
445,employee_445,32,female,pakistan,la,marketing,23,137106,5331,54,no,8,2005,senior,1,0,0,0,0,0,1,0
446,employee_446,31,female,pakistan,ny,finance,22,59680,12880,42,no,7,2020,senior,0,0,1,0,1,0,1,0
447,employee_447,50,male,uk,london,it,15,133361,17246,45,yes,2,2020,senior,0,0,1,0,0,1,1,0
448,employee_448,21,female,india,london,it,22,90119,4262,38,no,6,2013,senior,0,0,0,0,0,0,0,0
449,employee_449,54,male,india,delhi,marketing,5,132302,14320,31,yes,8,2009,mid,1,0,0,0,0,0,1,0
450,employee_450,42,female,usa,la,it,18,104400,19491,52,yes,7,2007,senior,0,1,0,0,0,1,1,0
451,employee_451,36,female,pakistan,la,it,20,85718,8036,34,no,1,2006,senior,1,0,0,0,0,0,0,1
452,employee_452,45,male,india,delhi,hr,12,66445,5677,58,no,5,2007,senior,1,0,0,0,0,1,1,0
453,employee_453,27,female,usa,la,it,16,35796,8972,51,no,2,2007,senior,0,1,0,0,0,1,0,1
454,employee_454,48,female,india,karachi,hr,22,77218,16329,46,no,6,2022,senior,1,0,0,0,1,0,0,1
455,employee_455,45,male,pakistan,toronto,it,8,69131,5264,52,yes,7,2001,senior,0,1,0,1,0,0,0,1
456,employee_456,29,female,canada,karachi,finance,16,38123,4133,51,yes,7,2015,senior,0,1,0,0,0,1,0,0
457,employee_457,45,female,pakistan,ny,marketing,28,38222,12612,33,yes,3,2008,senior,1,0,0,0,1,0,0,1
458,employee_458,53,female,uk,london,hr,1,54074,18849,46,no,7,2012,junior,1,0,0,1,0,0,1,0
459,employee_459,26,male,india,ny,marketing,18,141958,19595,38,yes,5,2022,senior,0,0,1,0,0,0,1,0
460,employee_460,23,female,india,london,hr,18,146088,15158,49,yes,8,2011,senior,0,0,1,1,0,0,0,1
461,employee_461,30,female,uk,toronto,hr,23,59825,10735,31,no,8,2021,senior,0,0,0,0,0,1,0,1
462,employee_462,48,female,uk,la,hr,6,66839,2689,53,no,7,2024,mid,0,0,0,0,0,1,1,0
463,employee_463,55,female,canada,karachi,finance,21,137112,10763,47,no,6,2016,senior,1,0,0,0,0,1,0,1
464,employee_464,44,male,india,delhi,it,9,98322,8727,50,yes,2,2001,senior,0,1,0,0,0,1,0,0
465,employee_465,40,male,india,karachi,hr,9,86321,8764,56,no,6,2012,senior,0,0,0,0,0,1,0,1
466,employee_466,55,female,canada,toronto,finance,26,129174,14003,51,yes,9,2000,senior,1,0,0,0,1,0,0,0
467,employee_467,29,female,usa,ny,hr,19,132500,1818,40,yes,2,2018,senior,0,0,0,0,0,1,0,0
468,employee_468,56,male,canada,delhi,it,8,140100,15439,42,yes,1,2010,senior,0,1,0,0,1,0,0,0
469,employee_469,28,male,pakistan,la,hr,16,55988,16077,37,yes,5,2004,senior,1,0,0,0,0,0,0,1
470,employee_470,43,female,india,toronto,finance,26,65507,5521,56,yes,6,2000,senior,0,1,0,0,0,1,0,0
471,employee_471,54,male,uk,delhi,it,14,129244,2124,30,no,3,2019,senior,1,0,0,0,0,1,0,0
472,employee_472,54,female,pakistan,toronto,finance,1,128644,6660,46,yes,8,2012,junior,0,0,0,1,0,0,0,1
473,employee_473,55,male,india,toronto,it,29,125251,6641,41,no,7,2007,senior,0,0,1,0,0,0,0,0
474,employee_474,37,male,canada,la,it,3,53806,18513,33,yes,2,2005,mid,0,0,0,0,0,1,0,1
475,employee_475,58,male,pakistan,london,marketing,18,66901,2702,50,yes,7,2016,senior,0,0,0,0,0,1,1,0
476,employee_476,51,male,india,delhi,marketing,16,47043,19385,42,no,1,2011,senior,0,0,1,0,0,0,0,0
477,employee_477,43,female,usa,la,marketing,4,105761,12139,58,yes,9,2000,mid,0,0,1,0,1,0,0,1
478,employee_478,42,male,usa,toronto,it,6,39752,16702,38,yes,7,2002,mid,1,0,0,0,0,1,1,0
479,employee_479,51,male,uk,la,hr,17,98993,7523,56,no,6,2013,senior,1,0,0,1,0,0,0,0
480,employee_480,56,female,india,london,finance,20,72616,13397,59,no,2,2007,senior,0,1,0,0,0,1,0,0
481,employee_481,31,male,usa,karachi,finance,21,82127,9111,36,yes,3,2010,senior,0,1,0,1,0,0,0,1
482,employee_482,32,male,canada,delhi,finance,26,104777,3401,52,yes,1,2013,senior,0,0,0,1,0,0,1,0
483,employee_483,42,female,india,london,marketing,6,30453,10481,53,yes,5,2007,mid,0,0,1,0,0,1,0,1
484,employee_484,44,male,canada,ny,it,16,105432,11067,34,no,9,2002,senior,0,1,0,0,0,1,0,0
485,employee_485,54,female,canada,delhi,marketing,6,117362,14376,34,yes,6,2006,mid,0,0,0,1,0,0,0,0
486,employee_486,49,female,usa,london,hr,3,40976,14824,46,no,5,2018,mid,0,0,1,0,0,0,0,0
